लेकिन याद रखिया हमार ज लले दुनिया में आए पहले तु मा डरे,"But remember, before my life came into this world you were afraid",
श्राप तु नर्क से भी भयंकर दुनिया में लेके जाए,May this curse take you to a world more terrible than hell,
विशाल कहा जा कौन लख जाते में एक जन तो मो दोस्त है यार राज,"Vishal, where do I go? I have one person, my friend Raj",
बचाओ,Save,
अच्छा कर यार ते मला बचा लेस अबे तो प्रॉब्लम का है य टूरा मन से टूरी नहीं पसंद,"Do well man, you saved me What's the problem? is that this boy don't like this girls",
और तोला तो कॉलेज के आधा टूरी मन प्रपोज कर और ते ही मन से भागत थस,And you are even proposed by half of the college girls but you still run away with the same heart.,
देख भाई मोर बाबूजी की थे जत का छटना है,"Look brother, My father says that you can sort out as much as you want.",
छाट फिर फालतू टोरी के चक्कर में नहीं लगना चाहिए,Sort then again you should not fall into the trap of unnecessary girls,
कोई लड़की मला प्रपोज करही मैं हां बोलू कहानी खत्म आज का सिंपल मोर लव स्टोरी नहीं हो सके मोर लव स्टोरी में एक्शन होई,"If a girl proposes to me, I say yes, the story is over. Cannot be today's simple love story, my love story should be filled with action",
ड्रामा होई धमाका होई अरे यार धमाका से एकन बात याद आई मैं तोला एकन बात नहीं बताया हू,,
देख भाई व ऑरेंज सूट में जो लड़की खड़े है ना,"Look brother and the girl who is standing in orange suit, isn't it?",
हीरे तो होया भजी र नाम छाया है यार जाना वाला बोल दे,"That must be your Bhabhi, her name is Chaaya, my friend, go and tell her",
कि तो भाई क मया करते देख इनकार न करब तोला मो दोस्ती की कसम है,"That how much your brother loves you, don't deny it, I swear on my friendship",
अच्छा बेटा आम खावे त  और पथरा मारो मैं देख राज मैं तोला कल लड़की मन से बचा रही हूं,"ok son eat the mango and I will throw stones. Look Raj, I saved you from the girls yesterday",
तोला य लड़की मोर पटा,You impress this girl for me,
एक काम कर प्रपोज कर एक इंतजाम कर बाकी मैं देख लू हां ठीक है,Do one thing proposal her and arrange one. Rest I'll see. Yes okay.,
अबे अबे राज कहा भागा अरे य तो छया,"Hey, where did Raj run away, hey this is Chhaya.",
पीछे यमदूत मन के साया है,The shadow of the messenger of death is behind me,
ते भूल जा भाई लड़की ला तो चक्कर में हमर मन के जिंदगी के जोराना चल ले,"Forget that girl brother, because of you our life is going vigorously.",
बोलेना रुक जा तो जिंदगी में को लड़की तब तो,"Told you to stop, if you have a girl in your life then",
बता,Tell.,
सुन पूरा कॉलेज मला रावड़ी छत्तीसगढ़ी के नाम से जानते और त कॉलेज में मोर सहली ला छेड़,"Listen, I am known as Rawdi Chhattisgarhi in the college and you molested my friend in the college.",
आज तो तो तमाशा ना बना दे तो मोर नाव जान भी नहीं,"If I don't make a spectacle of you today, then my name is not Jhanvi",
मोर बात तो सुन मैम मोर बात तो सुन जब मैं ठीक था तो मला रोकना नहीं,Listen to me ma'am listen to me when I was fine I did not stop you,
चुपचाप मार खा समझे मोर बात को सुन मोर सहली ला छेड़,"Understand, take the beating silently, listen to me, you teased my friend",
मैं नहीं छेड़ मैं नहीं छेड़,I did not tease I did not tease,
करल मार मार के बात तो सुन देखने समझा ले जानता डर के,"Listen to me after beating me, I know I am afraid",
चक्कर में मोर बॉयफ्रेंड छोड़ के भाग जा गुस्सा मत करे कर अरे प्यार से हमन दुनिया जीत सकथन,"Leave my boyfriend in the circle and run away, Don't get angry, we can win the world with love",
लेकिन गुस्सा से सब खत्म हो जाते एक बार दे शांत र के देख,"But everything gets destroyed because of anger, just try calming down once",
फिर देख तो जिंदगी मा एक न राजकुमार और प्यार से तो लाइफ चेंज कर,"With one prince in your life, you can change your life",
मला अपन लाइफ बना को राजकुमार की जरूरत नहीं है वह मैं खुद बना लू और रही बात प्यार की तो,I don't need a prince to make my life. I can make it myself and in case of love,
प्यार और हार जानवी की डिक्शनरी में नहीं,Love and defeat not in Janvi's dictionary,
क हो ग देखल परही मालिक ले देख,"See what happened, but check with owner",
तो का हो गया रे रघु मालिक इंजन गर्म हो ग,So what happened Raghu? Master engine got hot,
पानी डाले पही ठीक है नजदीक मडे में जा,It's okay to add water. Go to the nearest pond.,
लेके आ का होगी मालिक,bring it? What will happen master?,
तो क्रांतिनगर,So Krantinagar,
के यह गांव भले दो हि सम में बटके,Whether this village is divided into two sums,
फिर शेर आज भी एक ही है,The lion is still the same,
ते भटकत भटकत ती आगे की तोर मोत तोला यहां खींच के ले आई वीरेंद्र प्रताप,You kept wandering and your death brought you here Virendra Pratap,
अरे हद तो ते पहली पार कर ग र आज तो ते सरहद भी पार कर सरहद इंसान बर होते,Hey you crossed the limits earlier and today you crossed the border as well,borders are for humans
देव सिंह ते तो भगवान हमन हमन शैतान,Dev Singh you are god but I am devil,
आज शैतान तोला एक वरदान द,today the devil gave you a boon,
य देख तो भाई पागल सासन किरत किरत हमार,"Look brother, my crazy husband is saying this",
आज म सवारी के जन्मदिन र अब,Today is the ride's birthday and now,
यह दिन मैं जीव हत्या नहीं कर र सेती ये तो भाई के हाथ तो पहली काट दे र आज गर्दन भी काट देते,"On this day I did not kill animals, otherwise I would have cut my brother's hand first and today I would have cut his neck too. ",
देव सिंह जुबान संभाल के बोल,Dev Singh control your tongue,
अरे अपन मूले बड़े बलाई शोभा नहीं देते कुकुर मन शेर के शिकार नहीं कर सके,Talking greater than your value is not appreciatable. Dogs cannot hunt lions.,
सिर्फ दुरिया से भोगते शेर कौन कुकुर कौन ये तो आने वाला वक्त बताही फिर तो,Only run from the world. Time will tell Who's lion and who's dog and then,
घमंड की जवाब एक ना एक दिन जरूर दू,I will definitely give Answer to your arrogance one day or another,
वक्त के साथ कहानी बदलते इतिहास नहीं,"Time changes story, not history",
रही बात घमंड की तो तोर जैसे पाखंडी हुए से बने हैं,"When it comes to vanity, they are made up of hypocrites like you",
मोर जैसे घमंडी होना अरे जुवान संभाल के बात कर वीरेंद्र प्रताप,"Being arrogant like me, hey control your tongue, Virender Pratap ",
तोरे अहंकार के समंदर मोर क्रोध के तप में एक दिन सुखा जाई,The ocean of your ego will dry up one day under the heat of your anger,
तो तू कोड़ी के उसूल माटी में मिल जाई भगवान शिव के त्रिशूल और वीरेंद्र प्रताप के वसूल के धार अका कमजोर नहीं है,,
ला कोनो भी मिट्टी में मिला दे,Bring and mix with any soil.,
अभी तो मैं जाता हूं,"Currently, I am leaving",
मैं निता ऊपर बार करना मंजूर नहीं कराऊ वीरेंद्र प्रताप कब निहत्था नहीं रहे,"I will not allow anyone to attack Nita, Virendra Pratap never remained unarmed",
व अपन आप में एक हथियार है हथियार,He's a weapon himself.,
समझा दे अपन प्याला नला साप के शिकार करथे शेर के नहीं,Explain your student snake hunts snakes not lions.,
चलो,Let's,
अरे भाई ते काख ख्याल में खोस अरे वही लड़की यार व बदतमीज लड़का न का कोस रही से,"Hey brother, who are you missing? Oh, the same girl? She's still cursing that ill-mannered boy",
अबे वो बदतमीज लड़का नहीं र व मैं ही र,"He's not any ill-mannered guy, he was me ",
अबे बवाल ही तो चाहिए र पागल हो गते राज भाई ते मोर सेटिंग छोड़ के अपन सेटिंग में लग गयास,,
और टूरी ला देख के पगला गस का बता भाई हा,And you are telling me if you are mad after seeing the girl.,
अरे हर चीज के ना एक सही समय होते समझे चल चाय पी,hey there is a right time for everything understand let's go and have some tea,
हाय मिस्टर का देख अभी से मिस्टर हा पहली बिहा तो हो दो पागल हस सच में पहले में पागल ही,"Hi Mr. ka, look already Mr. yes, first marriage you are crazy, really I am crazy at first",
र फिर मैं दीवाना हो गया पहली बार जब से आपला देख बस आपसे प्यार ही हो ग गव वन,"And then I went crazy, the first time I saw you, I just fell in love with you.",
चांस ऐसे करो रोमांस आपके रोम रोम कर डांस मिस्टर मजनू,Take chances such that romance dances in your veins Mr. Majnu,
कंट्रोल ना पीट जते चलो रे अरे सुनता म कठिया,"I can't control myself and keep beating you, hey I am listening to you",
बरी रखिया रखिया रखिया परी रखिया रखिया,"keep it good, keep it good, keep it fair",
बरी गाल गुलाबी नैना शराबी होट लबालब है,"Bare pink cheeks, eyes drunk, and fluffy hot lips",
मोरखिया बरी जावत कहां हस दिल्ला चुरा के,Where will Morkhiya be freed after stealing my heart,
बहनी अरे सिंगल हो गोरी कोनो नहीं है गर्लफ्रेंड मा गोरी कर दे पिक्चर ते सेंड,"Hey sister you are single, you don't have any girlfriend, please send me a picture",
अरे अरे यह सब का प्रोग्राम चला तो राज अच्छा उस भाई ते आ गए तही तोलता दोस्त ते,Hey hey if all this program is going on then Raj good that brother came and he was my friend,
मो हर चीज में साथ देस ना भाई मैं आज मरना चाहता अब तही बता,"You support me in everything brother, I want to die today, tell me now",
मैं रसम फासी लटक के मर जाऊ कि चाकू अपन नस काट लो या मला खा पी के मर जाऊ,I should hang myself to death or cut my vein from knife or i'd eat or drink and die.,
बहुत गंभीर समस्या य तो एक काम कर ना पहली ला खा पी ले फिर रस्सी में झूल जा और झूलते झूलते अपन हाथ ला काट ले साले,,
दिमाग तो ठीक है तो देख भाई राज एक आशिक दिमाग से नहीं दिल से सोचते और मो दिल की,"Is your mind fine? Look brother Raj, lovers don't think from brain they they from heart and in my heart",
मैं छाया के बिना मर जाऊ अरे यार छाया छाया छाया छोड़ ना यार छाया,"I would die without Chhaya, oh friend, Chhaya, Chhaya, please leave me my friend, Chhaya",
कलेज में कोई और लड़की मिल तोला अरे यार खाला तो पिज्जा लो मिल लेकिन हमन चीला खा छोड़ देन का देख,"Can you find any other girl in college? Oh, if you eat, you get pizza, but we see if we leave the chila.",
भाई बस मोला छाया चाहिए बात खत्म चल कोई व्यवस्था कर थन,"Brother, I just need shade, let's finish the matter and make some arrangements.",
वेलकम वेलकम वेलकम ल,welcome welcome welcome,
गु मोर स्मार्ट प देख के अंदाजा नहीं होते,You can't guess by looking at your smart body,
गली के ससवा यय य कौन है,गली के ससवा यय य कौन है,
नहीं य फालतू आदमीस आपन के काम का है अच्छा सुनना भाई हमन तो पास काम से आ रहे एक लड़की से,no this useless man is useful to you ok listen brother i am meeting a girl who was coming nearby for some work,
प्यार प्यार हो ग ला तोला पाना है अरे टेंशन नोट अरे लाव गुरु,"Love happened. I have to get you. Oh, tension note. Oh. love guru",
इ हे भगवान लाते एंटरटेनर कावर बनाए हां,Oh God let's make an entertainer yes,
बस तुम पैसा के वारंटी दो और मैं टूरी पटा के गारंटी दू अरे पैसा वैसा का टेंशन नहीं है,Just give a warranty of money and I guarantee the girl hey money is not a tension.,
पैसा तोला मिल जा फिर मोर दोस्त ला प्यार मिलना चाहिए अरे समझ ले मिल गए,"You will get the money, but then my friend must get his love. Hey, trust me you got it.",
अरे मोर पास टूरी पटाए के तीन तीन फार्मूला है अरे सबसे पहली अमाब फार्मूला,"Hey, I have three formulas to beat the girls, hey first of all the amazing formula",
नंबर वन ल ल कर,number one lal kar,
ल अरे भाई अरे टारगेट कौन है,hey brother hey who is the target,
देख वो पीला सूट में लड़की खड़े है ना वही लड़की है मां कसम का खाटी टूरी है,"Look, the girl in that yellow suit is standing, mother promise she's such a special girl",
यार साले भाजी हमर सॉरी सॉरी भाई देख भाई,friend brother in law my sorry sorry brother look brother,
विशाल जमाना चाहे कतना बदल जाए लेकिन आज भी टूरी मन शेरो शायरी प मरते य ले य ले,"No matter how much the vast era may have changed, but even today, girls continue to die on my poetry.",
गुलाब और जाके प्रपोज कर दे,Take the rose and propose her,
सच्चा प्यार दोनों की जोड़ी ऐसे जैसे करता,True love makes the pair like this,
विशाल जा लड़की प्रपोज करके आ,Vishal come back after proposing the girl,
मिनट वापस ओ काहे की पहली के बड़े,minute back oh why the first one's big,
बुजुर्ग मन पहली लड़की देखे बर जाए खर बारे में पता करे र चाल चलन कैसे है काहे,Elderly people should first go to check the details about the girl and find out how she behaves,
हमन भी वही पमा पहली लव गुरुही लड़की ला प्रपोज कर,We also proposed to the same first love egoistic girl,
विशाल चरित्र अच्छा नहीं है,huge character is not good,
कैसे लव गुरु भाई तुमला प्रपोज कर तो भे कल,"How Love Guru Brother, if I propose to you, then still tomorrow. ",
हे भगवान ते मला स्मार्ट कावर बना वेट एंड,oh my god i am a smart cover maker,
वाच ल गु त कौन हस ये हरे मोर माया के,"Watch this, who is this green peacock of Maya",
फूल इला कर ले कबूल लव गु,Take this flower and accept my love,
वो टूरी कहां ग तुमन कौन हो यमदूत मरा,where is that tori who are you yamdoot died,
राज तोला एक खुशखबरी देना है,Raj has to give you a good news,
यार त चाचा बनने वाला हस,"My friend, he is going to be an uncle",
हां यार एक खुशखबरी के सबले बड़े हकदार तो त हस तोर कारण ही तो मैं और छाया एक होए,,
अरे ते सच्चा आशिक सच्चा आशिक वही है रे जो अपन प्यार ल पा लेते जा भाई,Hey that true lover True lover is the one who finds his love brother,
अपन प्यार इजहार कर दे विशाल,"Vishal, express your love",
हमने एक काम करन देख काहे की छाया के गुंडा मनहा भाई ला मार मार के मार मार के पंचर करस,We tried to do one thing to see because Shadow's thug brother got silent by getting beaten,
पंचर करस वो काय की एक बार फिर से छाया के पास भेज दे हो सकते र हाल देख,If the puncture is done then it might send me back to the shadow once again and see my condition,
कर के हां बोलते हम लड़की की कैरेक्टर पता करना है भाई अरे भाई तुमन के टूरी के,We say yes by doing I want to know the character of the girl brother Hey brother your girl,
कैरेक्टर पता करे चकल्लस में म जिंदगी के ट्रैक्टर पलट या अरे साले निकल ग तो सबवा,"Find out the character in the chaos, the tractor of life overturned or hey bastard, if you get out then everything will be fine",
घुस ग तो पूरा हीरो गिरी म तो पहली पता कितना करू आदमी हसते बस बस राज बस ो मनन,"If I enter then I become a complete hero, first of all I know how much should I do, people just laugh, just rule, just manan",
की अब देख मोर जम,that now look at the peacock,
बनाए ल,Make it,
बेस्ट मैडम सो ई मार रा भाग जाऊ नो नो,Best is I kill Mam and run away. No no,
नो अरे अब दिखाऊ अपन पावर और उखाड़ दू अपन मन के टावर मैडम ये मोर फेवरेट आइसक्रीम है,"No hey, now let me show you my power and destroy the tower of my mind, madam, this is my favorite ice cream",
जब तक तो भाई मन नहीं कहे भाटो तब तक ना नहीं चाट कहां है मन बता,"Unless brother my heart tells me to do so, I won't lick it, tell me where is it",
चल कहां है बता,come on tell me where are you,
घोड़ा टूट ग मरी कान फूट गए अंग अंग चरमरा थे,"Horse broken, broken ears, limbs are paralysed",
कमीना शयरी नो है रे मोर पी र है विशाल,Bastard its not a poetry. Vishal is near,
तो बारा से पहली मोथ निकल जा भाई मैं र मदद नहीं कर सका,"So, get out before twelve, brother, I couldn't help you",
भाई य गलत बात ल गुरु त मिशन कंपलीट कर से पहले पाछ नहीं हट,"Brother, this is wrong point, you cannot back down from mission before completing it.",
तो मिशन कंपलीट के बात कर नहीं कर स,So cannot talk about mission completion,
मतलब ते डर,Means you fear,
मर्द र है हां हां ना रे भाई बोला मार मार के लिंग परिवर्तन कर दी अब मैं नहीं कर सका हू,"I am a man, yes, yes, no, brother, I said, I changed my gender by beating, now I can't do it",
भाई अरे सुन इधर तोला मार थोड़ी ना खाना है मैं गारंटी लेतो हू,"Brother, listen here, you don't have to get beaten, I guarantee ",
आज तोला जा कर के बस छाया ला ये बताना है कि ते ओकर से प्यार नहीं करस बल्कि विशाल ओकर से प्यार करता,Today you just have to go and tell Chhaya that you do not love her but Vishal loves her.,
नहीं नहीं नहीं नहीं नहीं कोई बात नहीं अब ते नहीं जाना चाह तस,No No No No Matter Now you Don't Want to Go,
तो मैं ये 50000 कोई औला दे दू ढूंढ तो कोई औला अ पैसा बाप जनम नहीं,"So I will give this Rs 50,000 to someone else, if you find someone then my father does not give me money",
देख मैं कर लू भाई लास्ट से मैं कर लू दे,"Look, I'll do it brother, let me do it from the last.",
दे पहली काम फिर पैसा,First job then money,
हे भगवान त मला फट्टू काबर बनाए जातू,"O God, why are you making me a fool?",
चल,Moving,
ल देख बहनी मैं तो माया नहीं करर,"Look sister, I am not doing any illusion",
अरे वो विशाल वो तो सच्चा आशिक है वो,"Hey, That Vishal is a your true lover",
अगर दोनों दिल में प्यार होई य लॉलीपॉप चर के माया के सिगनल दे दे,Love in the heart then give a signal of love by biting this lollipop,
एक,One,
दो ये साले बात डर के नहीं है ते मर बात तो समझ,"Give it to me brother, this is not a matter of fear, you should understand my words.",
ए मैं वो दिन तोला मारे र ना आज तो फिर आ ग जब मना कर दे का,"I beaten you that day, still you came again when I refused.",
प अ जानवी फिर शुरू हो ग अरे तो मारपीट से दूर र,"Janvi, you are starting again, stay away from fights",
करके बोले ना कर जानू अन बा तो से मारपीट करके भगा दे,After doing this he said no darling then beat me up and throw me away,
हा जानवी अब तो बहुत हो ग हर चीज के सलूशन गुस्सा नहीं होए अरे,"dear, now enough is enough, anger is not solution for everything",
मोरो बात मान ले बार एक बार प्यार करके देख यार प्यार नहीं मो का गलती हैय सब मो,"Accept my words, love once and see man, no love, what is the fault of everyone?",
नहीं छोड़ पूजा इसने रही कभी नहीं सुधर सके,"Leave Pooja, She can never improve",
अरे जाओ ना म मा मैं तुम बोले ना मैं तुम से प्यार नहीं कर,"Oh oh go, I told you I don't love you",
मैं बोले गलफ्रेंड करके यह है मोर गर्लफ्रेंड तुम जो निपटना,"I said by chewing this is my girlfriend, you who deal with her.",
निपट,Deal,
यार कैसे गले लगाला,"Dude, how he hugged",
गले ये ऐसे,Hugged like this,
ऐसे अरे सुन तो जानवी,Like atleast listen Janvi,
तो चेहरा मा तना खुशी का कुछ नहीं ने,There is nothing like the happiness in your face,
तोर चेहरा में खुशी माया के लगथे कहीं राज के लिए तोर दिल में माया तो नहीं जाग,There seems to be some different happiness on your face. Have you gotten feelings for Raj?,
हा यार कुछ तो बात है,"Yes Man, there is something special",
व लड़का में जब वो मला गले लगाई तो कुछ अलग एहसास हुई से,I felt something different when that boy hugged me.,
तो पूरा जिंदगी बदल जा,So change the whole life.,
सुन मोरी पिया का कहत है जिया नहीं रह पाऊ,"Listen, My beloved says that I will not be able to live.",
अब तुरले दूरी हा सुन मोरे पिया का कहत है,Now the distance is telling me to listen to my beloved.,
जिया नहीं रह अब तोर ले दूरी हा कारी बदरा के जैसे ते,"Life is no longer there, but the distance is as bad as it is",
जुलफ लहराए तोरे अंगड़ इहा जैसे बिजली,Your hair flaunts like lightning,
गिराए अब तो आखे मा चेहरा,Whenever your face drops on eyes,
तोरे दिल में पीरा है मोरे,Your heart pains for me,
जगे सुन मोरे पिया का कहत है,Wake up and tell me what my beloved says.,
जी या नहीं रह पा अब रले दूरी,"Cannot live or no, now the distance is left",
हा नैना तोरे हिरनी के जैसे,"Yes, your eyes like deer",
बोली तोर कोयलिया,Your speech like sparrow,
मैं दर आखी,I am your eyes,
ते मुर कजरा होगी हवा,You have became kohl for me.,
बावरिया तस के पिराला मैं कैसे छुपाऊ मोरे दिल मा,How to hide the bug of your feelings in my heart,
बसे हावे बस तोर ना संग,I just want to be with you,
मिलके रही बो यहा माया के बसा वो,"Meet him, here he settles for Love",
जहां सुन मोरे पिया का कहत है,Where listen to the speech of my beloved.,
जिया नहीं रह पाहु अब तुरले दूरी,Unable to live long distance now,
हा जिनकी के का भरोसा हावे मोर जोही जोड़ी,What is the guarantee of life my life partner,
तोर मोरे विधाता पिरोही,Your and  mine God will threadik,
वादा करत हो जोड़ी रही हो तोरे पास,I am making a promise to you my love that I will stay with you.,
मोर जिंदगी के आसा मोरे विश्वास,My life's hopes and my belief,
जोड़ी तोर मोर जैसे है चकवा चकोर आख कर,you and my pair is just like chukar eyeing the moon,
जिन मात जोर बंना बंध ग हव तोर,"Those who are forced to become your slaves,",
मोर माया के न टूटे ना डोर,Let the thread of your love never get broken,
सुन मोरे पिया का कहत है जिया नहीं र,"Listen to what my beloved says, can't stay.",
पा अब तुरले दरहा सुन मोरे पिया का कहत है,"can't stay away from you, listen to what my beloved says.",
हा अच्छा तो यही है आशिक,"Yes ok, so this is the lover",
टरा ये राला कत का भी समझाओ कि टूरी के पीछे मत भाग मत भाग मत भाग लेकिन,"how much I explained you to not follow the girl, not follow the girl but",
टूरी ला लाइन मारना नहीं छोड़े लेकिन जैन टूरी ला ते लाइन मारे हसना वो मा मोर नजर है,Didn't stop hitting on the girl. But I have my eyes on the girl you are hitting.,
जो मोर नजर पर नजर लगाते ना वो फिर दोबारा कभी नजर नहीं आते,Those who take sight at my sight. They are never seen again,
समझा लास्ट वार्निंग काबर की पहली बार मैं छोड़ देता हूं,Understood last warning because the first time I skip,
और दूसरी बार में मरोड़ देता हूं ध्यान रख बे चलो,"And the second time I twist it, be careful",
रे अरे अरे अरे मोर भाई ये का हाल बना ल गुरु से बन,"Hey hey hey hey my brother how did you make this condition, became from this guru",
अरे कुछ दिन में दिलावर राणा मो निकाल द,Hey Dilawar Rana will fire me in a few days,
परा कुछ दिन में य परा रे अबे दिलावर राणा,But in a few days here Hey Dilawar Rana,
मारे मोर पोटा कापा थे रे ब,my heart is pounding,
कुछ नहीं होए सॉरी,Nothing will happened sorry,
सॉरी देख भाई राज मैं छाया से बहुत प्यार करता हूं मैं उखर बिना जी नहीं सका हूं अब,"Sorry,Listen Brother Raj ,I love Chhaya very much I can't live without her now",
सब कुछ तोरे चुपर है यार अरे यार चल ना ते टेंशन मत ले,"Everything is silent man, hey man, do not take tension ",
देख छाया अगर ते विशाल से मया करतास तो ला बता का बन नहीं देस अगर ओला भी तोर से सच्चा प्यार होही तो निपट ले,"Look Chhhaya, if you love Vishal, why don't you tell him, if he is also truly in love, then deal with it.",
दिलावर राणा से यह सब इतना आसान नहीं हो रीना दिलावर राना कोई रा गैरा गुंडा न है,It's not all that easy with Dilawar Rana Reena. Dilawar Rana is not a low-level thug,
सुन यह सब बादला में जानवी से छुपा के रखे ह अभी भी मैं है जान ला बिना बताए,"Listen, I have kept all this hidden from Jhanvi, I am still here without telling her.",
दिलावर राणा से मिले ब आए,Came to meet Dilawar Rana,
कैसी है मो रानी देख मैं तोरे गिफ्ट लाया हूं कैसे लगी गिफ्ट कैसे लगी ले पहिर के,"How is My queen? Look, I have brought a gift. How did you like the gift?",
दिखा हम अब जजत है,Show me we are judged now,
कैसे मेडम य हार अनला बहुत थे,How madam these necklaces were too many,
रे छाया की तारीफ करे के हक सिर्फ,Nagesh have Only the right to praise Chhaya,
हा नागेश,"Yes, Nagesh",
भाई तोर माल मोर पास पहुंच चुके है मोर अड्डा प है,"Brother, your goods have reached my place. ",
अब बहुत जल्द मोर अड्डा से निकल के यहां के टुरी टूरा मन के नस नस में खुल जाई,Now very soon it will be departed from my base and injected in the veins of boys and girls,
अच्छा ते यह बता तोर पेमेंट ऑनलाइन भेजू या कैश कैश में भेज,"Ok, tell me whether to send the payment online or send it to cash ",
व का है ना दूसन मला चरस गंजा से नशा होई लेकिन मला कड़कड़ाती नोट सु के नशा होते,"I could have been intoxicated by weed, but I am intoxicated by new cash. ",
तोर मोर यारी तबाही म जाए बहुत जल्द,Our Friendship Will Go Into Catastrophe Very Soon,
में ला एकदम कड़क सामान भेजा था ठीक है भाई रखा,"I had sent a very hard stuff, ok brother",
भाई जी वीरेंद्र प्रताप हमर धंधा के बारे में पूरा खबर हो चुके,Brother Virendra Pratap is fully aware of our business,
अगर हम धंधा करना है ना तो रास्ता से ल पर,"If we want to do business, then we are on the road",
ही वाले यह लका कित का मासूम हैना बिल्कुल,"How innocent this one is, isn't it?",
मोर,My,
एक्शन चल ला शहर घुमा के ला,"Take action, Come on let's take a tour of the city.",
रीना यह छाया कहा जलदी वो रिश्तेदार मन के साथ कहीं जावा थी,Reena where's Chhaya? She was going somewhere with the relatives,
अच्छा लेकिन तुमन मला बिना बताए कैसे आ गया हो व घर में बात,"Ok, but you came without telling me how to come and talk at home.",
मला कुछ खरीदना है,I want to buy something.,
हम का हो ग छाया त काब शांत बैठे,What happened Chhaya why are you sitting quietly.,
हां त आज कौन रिश्तेदार मन के घर गए रे वो व वो कहे ना कि वो मोर पापा के दोस्त रही से,"Yes, who went to the relatives' house today and he did not say that he was my father's friend ",
अच्छा चल खाना खाव नहीं यार मोला भूख नहीं है अरे तहा काब नहीं खावे,"Okay, let's eat, no man, I'm not hungry, hey, you never eat. ",
और तुमन दे ला देख दिन भर मोबाइल में घुस घुस,Never eat and you see it sneaking into the mobile all day,
